time,FinapresPPG
64.315128,38.36319
64.3284613333333,35.86507
64.3417946666667,33.01349
64.355128,29.87976
64.3684613333333,26.55445
64.3817946666667,23.24688
64.395128,20.1709
64.4084613333333,17.33169
64.4217946666667,14.74656
64.435128,12.46744
64.4484613333333,10.51892
64.4617946666666,8.77658
64.475128,6.99737
64.4884613333333,4.96461
64.5017946666667,2.63907
64.515128,0.10733
64.5284613333333,-2.44459
64.5417946666666,-5.04138
64.555128,-7.82268
64.5684613333333,-10.79921
64.5817946666667,-13.84488
64.595128,-16.76086
64.6084613333333,-19.42487
64.6217946666667,-21.8645
64.635128,-24.22827
64.6484613333333,-26.669
64.6617946666667,-29.22483
64.675128,-31.83491
64.6884613333333,-34.38207
64.7017946666667,-36.63511
64.715128,-38.13083
64.7284613333333,-38.31357
64.7417946666666,-36.65661
64.755128,-32.79125
64.7684613333333,-26.54565
64.7817946666667,-17.96838
64.795128,-7.46133
64.8084613333333,4.14051
64.8217946666666,15.68747
64.835128,26.0666
64.8484613333333,34.48146
64.8617946666667,40.44659
64.875128,44.00026
64.8884613333333,45.55081
64.9017946666667,45.70299
64.915128,44.99829
64.9284613333333,43.72417
64.9417946666667,41.9457
64.955128,39.69665
64.9684613333333,37.10441
64.9817946666667,34.21627
64.995128,31.01704
65.0084613333333,27.58008
65.0217946666667,24.09329
65.035128,20.77918
65.0484613333333,17.79267
65.0617946666667,15.18496
65.075128,12.88066
65.0884613333333,10.70089
65.1017946666666,8.47392
65.115128,6.14973
65.1284613333333,3.73109
65.1417946666667,1.14744
65.155128,-1.74097
65.1684613333333,-4.96563
65.1817946666667,-8.36609
65.195128,-11.77247
65.2084613333333,-15.12189
65.2217946666667,-18.35902
65.235128,-21.38693
65.2484613333333,-24.17332
65.2617946666666,-26.78321
65.275128,-29.34327
65.2884613333333,-31.92899
65.3017946666667,-34.57134
65.315128,-37.25908
65.3284613333333,-39.87033
65.3417946666667,-42.11264
65.355128,-43.54731
65.3684613333333,-43.66488
65.3817946666667,-41.97054
65.395128,-38.09799
65.4084613333333,-31.87072
65.4217946666667,-23.36679
65.435128,-12.83792
65.4484613333333,-0.99129
65.4617946666666,11.1703
65.475128,22.60001
65.4884613333333,32.39641
65.5017946666667,39.94372
65.515128,45.00137
65.5284613333333,47.74064
65.5417946666666,48.68238
65.555128,48.50828
65.5684613333333,47.78596
65.5817946666667,46.74904
65.595128,45.37278
65.6084613333333,43.57784
65.6217946666667,41.37125
65.635128,38.83045
65.6484613333333,35.99193
65.6617946666667,32.85107
65.675128,29.5287
65.6884613333333,26.28016
65.7017946666667,23.31055
65.715128,20.75795
65.7284613333333,18.60639
65.7417946666666,16.67221
65.755128,14.64019
65.7684613333333,12.41695
65.7817946666667,10.14024
65.795128,7.85989
65.8084613333333,5.44211
65.8217946666666,2.75448
65.835128,-0.22887
65.8484613333333,-3.44402
65.8617946666667,-6.66688
65.875128,-9.6521
65.8884613333333,-12.27998
65.9017946666667,-14.69667
65.915128,-17.03058
65.9284613333333,-19.2803
65.9417946666667,-21.44797
65.955128,-23.59834
65.9684613333333,-25.76517
65.9817946666667,-27.92547
65.995128,-30.11268
66.0084613333333,-32.38202
66.0217946666667,-34.58183
66.035128,-36.2067
66.0484613333333,-36.69104
66.0617946666667,-35.53313
66.075128,-32.29406
66.0884613333333,-26.65618
66.1017946666666,-18.52307
66.115128,-8.14841
66.1284613333333,3.77387
66.1417946666667,16.17451
66.155128,27.88671
66.1684613333333,38.0208
66.1817946666667,45.92116
66.195128,51.44928
66.2084613333333,54.80399
66.2217946666667,56.4353
66.235128,56.97051
66.2484613333333,56.99645
66.2617946666666,56.80678
66.275128,56.37717
66.2884613333333,55.55072
66.3017946666667,54.22272
66.315128,52.34424
66.3284613333333,49.96194
66.3417946666667,47.18581
66.355128,44.169
66.3684613333333,41.08895
66.3817946666667,38.16386
66.395128,35.59239
66.4084613333333,33.40072
66.4217946666667,31.42375
66.435128,29.47751
66.4484613333333,27.46303
66.4617946666667,25.32386
66.475128,22.98793
66.4884613333333,20.44171
66.5017946666667,17.84376
66.515128,15.37318
66.5284613333333,13.01498
66.5417946666666,10.60529
66.555128,8.02067
66.5684613333333,5.2246
66.5817946666667,2.25651
66.595128,-0.76772
66.6084613333333,-3.66296
66.6217946666667,-6.32728
66.635128,-8.80104
66.6484613333333,-11.14
66.6617946666667,-13.36025
66.675128,-15.50848
66.6884613333333,-17.68513
66.7017946666667,-19.93424
66.715128,-22.18906
66.7284613333333,-24.3619
66.7417946666666,-26.43944
66.755128,-28.33992
66.7684613333333,-29.81873
66.7817946666667,-30.4446
66.795128,-29.63476
66.8084613333333,-26.76948
66.8217946666666,-21.4257
66.835128,-13.661
66.8484613333333,-4.08505
66.8617946666667,6.36575
66.875128,16.64465
66.8884613333333,25.96858
66.9017946666667,33.56925
66.915128,38.96633
66.9284613333333,42.08587
66.9417946666667,43.23541
66.955128,42.95923
66.9684613333333,41.86559
66.9817946666667,40.48455
66.995128,39.07137
67.0084613333333,37.63037
67.0217946666667,36.00083
67.035128,34.13099
67.0484613333333,32.05765
67.0617946666667,29.89863
67.075128,27.7715
67.0884613333333,25.68809
67.1017946666666,23.52617
67.115128,21.26433
67.1284613333333,19.11641
67.1417946666667,17.31475
67.155128,15.86722
67.1684613333333,14.57358
67.1817946666667,13.22779
67.195128,11.67018
67.2084613333333,9.80736
67.2217946666667,7.5992
67.235128,5.11636
67.2484613333333,2.47028
67.2617946666666,-0.25044
67.275128,-2.98234
67.2884613333333,-5.73109
67.3017946666667,-8.54868
67.315128,-11.39499
67.3284613333333,-14.12962
