time,FinapresBP
3.22596133333332,117.98433
3.23096133333332,118.8886
3.23596133333332,119.61447
3.24096133333332,120.17308
3.24596133333332,120.57641
3.25096133333332,120.83643
3.25596133333332,120.96461
3.26096133333332,120.97179
3.26596133333332,120.86814
3.27096133333332,120.66322
3.27596133333332,120.366
3.28096133333332,119.98481
3.28596133333332,119.52738
3.29096133333332,119.00087
3.29596133333332,118.41195
3.30096133333332,117.76693
3.30596133333332,117.07172
3.31096133333332,116.33185
3.31596133333332,115.55244
3.32096133333332,114.73825
3.32596133333332,113.89383
3.33096133333332,113.02357
3.33596133333332,112.13186
3.34096133333332,111.2231
3.34596133333332,110.30173
3.35096133333332,109.37232
3.35596133333332,108.43961
3.36096133333332,107.50874
3.36596133333332,106.58541
3.37096133333332,105.67596
3.37596133333332,104.78714
3.38096133333332,103.9258
3.38596133333332,103.0984
3.39096133333332,102.31046
3.39596133333332,101.56627
3.40096133333332,100.86873
3.40596133333332,100.21936
3.41096133333332,99.61851
3.41596133333332,99.06545
3.42096133333332,98.5586
3.42596133333332,98.0956
3.43096133333332,97.67346
3.43596133333332,97.28874
3.44096133333332,96.93768
3.44596133333332,96.61641
3.45096133333332,96.32098
3.45596133333332,96.04744
3.46096133333332,95.79185
3.46596133333332,95.55034
3.47096133333332,95.31911
3.47596133333332,95.09453
3.48096133333332,94.87312
3.48596133333332,94.65158
3.49096133333332,94.4269
3.49596133333332,94.19643
3.50096133333332,93.95803
3.50596133333332,93.71004
3.51096133333332,93.45131
3.51596133333332,93.18105
3.52096133333332,92.89875
3.52596133333332,92.60404
3.53096133333332,92.29673
3.53596133333332,91.97677
3.54096133333332,91.64431
3.54596133333332,91.29968
3.55096133333332,90.9434
3.55596133333332,90.57623
3.56096133333332,90.19914
3.56596133333332,89.81326
3.57096133333332,89.41982
3.57596133333332,89.01998
3.58096133333332,88.61467
3.58596133333332,88.2045
3.59096133333332,87.78981
3.59596133333332,87.37083
3.60096133333332,86.94783
3.60596133333332,86.52127
3.61096133333332,86.09183
3.61596133333332,85.66034
3.62096133333332,85.22755
3.62596133333332,84.79402
3.63096133333332,84.36005
3.63596133333332,83.9259
3.64096133333332,83.49188
3.64596133333332,83.05868
3.65096133333332,82.62743
3.65596133333332,82.19979
3.66096133333332,81.77796
3.66596133333332,81.36462
3.67096133333332,80.96306
3.67596133333332,80.57726
3.68096133333332,80.21213
3.68596133333332,79.87366
3.69096133333332,79.56916
3.69596133333332,79.30723
3.70096133333332,79.09787
3.70596133333332,78.9524
3.71096133333332,78.88342
3.71596133333332,78.90467
3.72096133333332,79.03098
3.72596133333332,79.28472
3.73096133333332,79.65988
3.73596133333332,80.19335
3.74096133333332,80.89175
3.74596133333332,81.76734
3.75096133333332,82.85161
3.75596133333332,84.07944
3.76096133333332,85.55189
3.76596133333332,87.14856
3.77096133333332,88.98813
3.77596133333332,90.9488
3.78096133333332,93.04273
3.78596133333332,95.24003
3.79096133333332,97.46868
3.79596133333332,99.82425
3.80096133333332,102.13643
3.80596133333332,104.41407
3.81096133333332,106.62202
3.81596133333332,108.72772
3.82096133333332,110.70245
3.82596133333332,112.5224
3.83096133333332,114.16944
3.83596133333332,115.63146
3.84096133333332,116.90233
3.84596133333332,117.98149
3.85096133333332,118.87309
3.85596133333332,119.58499
3.86096133333332,120.12763
3.86596133333332,120.51284
3.87096133333332,120.75291
3.87596133333332,120.85991
3.88096133333332,120.84524
3.88596133333332,120.71952
3.89096133333332,120.4925
3.89596133333332,120.17316
3.90096133333332,119.76965
3.90596133333332,119.28947
3.91096133333332,118.73952
3.91596133333332,118.12629
3.92096133333332,117.45601
3.92596133333332,116.73469
3.93096133333332,115.96812
3.93596133333332,115.16181
3.94096133333332,114.32091
3.94596133333332,113.45037
3.95096133333332,112.555
3.95596133333332,111.63969
3.96096133333332,110.70962
3.96596133333332,109.77046
3.97096133333332,108.82849
3.97596133333332,107.89067
3.98096133333332,106.96444
3.98596133333332,106.05751
3.99096133333332,105.17741
3.99596133333332,104.33106
4.00096133333332,103.52442
4.00596133333332,102.76225
4.01096133333332,102.048
4.01596133333332,101.38384
4.02096133333332,100.77072
4.02596133333332,100.20854
4.03096133333332,99.69632
4.03596133333332,99.23227
4.04096133333332,98.81396
4.04596133333332,98.43836
4.05096133333332,98.10189
4.05596133333332,97.80056
4.06096133333332,97.53008
4.06596133333332,97.28604
4.07096133333332,97.06401
4.07596133333332,96.8596
4.08096133333332,96.66847
4.08596133333332,96.48636
4.09096133333332,96.30915
4.09596133333332,96.13305
4.10096133333332,95.95465
4.10596133333332,95.77102
4.11096133333332,95.57971
4.11596133333332,95.3787
4.12096133333332,95.16634
4.12596133333332,94.94124
4.13096133333332,94.70229
4.13596133333332,94.44857
4.14096133333332,94.17934
4.14596133333332,93.89409
4.15096133333332,93.59254
4.15596133333332,93.27483
4.16096133333332,92.94158
4.16596133333332,92.59384
4.17096133333332,92.23288
4.17596133333332,91.86
4.18096133333332,91.47624
4.18596133333332,91.08232
4.19096133333332,90.67871
4.19596133333332,90.26564
4.20096133333332,89.84318
4.20596133333332,89.41137
4.21096133333332,88.97023
4.21596133333332,88.51993
4.22096133333332,88.06089
4.22596133333332,87.59385
4.23096133333332,87.1198
4.23596133333332,86.63991
4.24096133333332,86.15537
4.24596133333332,85.66749
4.25096133333332,85.17776
4.25596133333332,84.68819
4.26096133333332,84.20151
4.26596133333332,83.72141
4.27096133333332,83.25273
4.27596133333332,82.80154
4.28096133333332,82.37519
4.28596133333332,81.98224
4.29096133333332,81.63246
4.29596133333332,81.33673
4.30096133333332,81.107
4.30596133333332,80.95629
4.31096133333332,80.89861
4.31596133333332,80.94887
4.32096133333332,81.1226
4.32596133333332,81.43557
4.33096133333332,81.90326
4.33596133333332,82.54018
4.34096133333332,83.359
4.34596133333332,84.36955
4.35096133333332,85.57779
4.35596133333332,86.98477
4.36096133333332,88.58581
4.36596133333332,90.37003
4.37096133333332,92.32034
4.37596133333332,94.41384
4.38096133333332,96.62256
4.38596133333332,98.91445
4.39096133333332,101.25468
4.39596133333332,103.607
4.40096133333332,105.93515
4.40596133333332,108.20433
4.41096133333332,110.38244
4.41596133333332,112.44119
4.42096133333332,114.35695
4.42596133333332,116.11129
4.43096133333332,117.69125
4.43596133333332,119.08929
4.44096133333332,120.30294
4.44596133333332,121.33412
4.45096133333332,122.18823
4.45596133333332,122.87327
4.46096133333332,123.39885
4.46596133333332,123.77548
4.47096133333332,124.01396
4.47596133333332,124.12496
4.48096133333332,124.11873
4.48596133333332,124.00496
4.49096133333332,123.79267
4.49596133333332,123.49022
4.50096133333332,123.10542
4.50596133333332,122.64562
4.51096133333332,122.11776
4.51596133333332,121.52831
4.52096133333332,120.88329
4.52596133333332,120.18822
4.53096133333332,119.44806
4.53596133333332,118.66731
4.54096133333332,117.85005
4.54596133333332,117.00011
4.55096133333332,116.12134
4.55596133333332,115.21787
4.56096133333332,114.29441
4.56596133333332,113.3565
4.57096133333332,112.41058
4.57596133333332,111.46392
4.58096133333332,110.52441
4.58596133333332,109.60022
4.59096133333332,108.69944
4.59596133333332,107.82962
4.60096133333332,106.9974
4.60596133333332,106.2081
4.61096133333332,105.4655
4.61596133333332,104.77176
4.62096133333332,104.12764
4.62596133333332,103.53273
4.63096133333332,102.98576
4.63596133333332,102.48482
4.64096133333332,102.0275
4.64596133333332,101.61098
4.65096133333332,101.2321
4.65596133333332,100.88749
4.66096133333332,100.57355
4.66596133333332,100.28646
4.67096133333332,100.02207
4.67596133333332,99.77586
4.68096133333332,99.54302
4.68596133333332,99.31873
4.69096133333332,99.09843
4.69596133333332,98.87801
4.70096133333332,98.65392
4.70596133333332,98.42314
4.71096133333332,98.18313
4.71596133333332,97.93184
4.72096133333332,97.66769
4.72596133333332,97.38959
4.73096133333332,97.09695
4.73596133333332,96.78952
4.74096133333332,96.46736
4.74596133333332,96.13069
4.75096133333332,95.77991
4.75596133333332,95.4156
4.76096133333332,95.03853
4.76596133333332,94.64967
4.77096133333332,94.25008
4.77596133333332,93.84085
4.78096133333332,93.42296
4.78596133333332,92.99727
4.79096133333332,92.56449
4.79596133333332,92.12523
4.80096133333332,91.68009
4.80596133333332,91.22963
4.81096133333332,90.77438
4.81596133333332,90.3148
4.82096133333332,89.85122
4.82596133333332,89.38391
4.83096133333332,88.91318
4.83596133333332,88.43943
4.84096133333332,87.96324
4.84596133333332,87.48541
4.85096133333332,87.00708
4.85596133333332,86.52984
4.86096133333332,86.05591
4.86596133333332,85.58817
4.87096133333332,85.13037
4.87596133333332,84.68717
4.88096133333332,84.26429
4.88596133333332,83.86851
4.89096133333332,83.50779
4.89596133333332,83.19121
4.90096133333332,82.92905
4.90596133333332,82.73273
4.91096133333332,82.61483
4.91596133333332,82.58906
4.92096133333332,82.67012
4.92596133333332,82.87354
4.93096133333332,83.21534
4.93596133333332,83.71144
4.94096133333332,84.37753
4.94596133333332,85.24414
4.95096133333332,86.26631
4.95596133333332,87.5338
4.96096133333332,88.97686
4.96596133333332,90.58658
4.97096133333332,92.45049
4.97596133333332,94.41627
4.98096133333332,96.61409
4.98596133333332,98.89559
4.99096133333332,101.27024
4.99596133333332,103.70281
5.00096133333332,106.15613
5.00596133333332,108.59269
5.01096133333332,110.9763
5.01596133333332,113.27351
5.02096133333332,115.45479
5.02596133333332,117.4954
5.03096133333332,119.37592
5.03596133333332,121.08242
5.04096133333332,122.60655
5.04596133333332,123.94515
5.05096133333332,125.09971
5.05596133333332,126.07552
5.06096133333332,126.88069
5.06596133333332,127.52504
5.07096133333332,128.0192
5.07596133333332,128.37389
5.08096133333332,128.59938
5.08596133333332,128.70532
5.09096133333332,128.70062
5.09596133333332,128.59352
5.10096133333332,128.3916
5.10596133333332,128.10195
5.11096133333332,127.73118
5.11596133333332,127.28548
5.12096133333332,126.77071
5.12596133333332,126.19234
5.13096133333332,125.55546
5.13596133333332,124.86469
5.14096133333332,124.1242
5.14596133333332,123.33782
5.15096133333332,122.50923
5.15596133333332,121.64224
5.16096133333332,120.74105
5.16596133333332,119.81041
5.17096133333332,118.85574
5.17596133333332,117.88317
5.18096133333332,116.89945
5.18596133333332,115.91181
5.19096133333332,114.92774
5.19596133333332,113.95473
5.20096133333332,113.00005
5.20596133333332,112.07051
5.21096133333332,111.17224
5.21596133333332,110.31056
5.22096133333332,109.4898
5.22596133333332,108.71318
5.23096133333332,107.98283
5.23596133333332,107.29979
5.24096133333332,106.66406
5.24596133333332,106.07473
5.25096133333332,105.53016
5.25596133333332,105.02817
5.26096133333332,104.56618
5.26596133333332,104.14133
5.27096133333332,103.75047
5.27596133333332,103.39022
5.28096133333332,103.05701
5.28596133333332,102.74712
5.29096133333332,102.45674
5.29596133333332,102.18198
5.30096133333332,101.91896
5.30596133333332,101.66397
5.31096133333332,101.4135
5.31596133333332,101.16439
5.32096133333332,100.91382
5.32596133333332,100.65925
5.33096133333332,100.39844
5.33596133333332,100.12942
5.34096133333332,99.85056
5.34596133333332,99.56065
5.35096133333332,99.2589
5.35596133333332,98.94488
5.36096133333332,98.61842
5.36596133333332,98.27957
5.37096133333332,97.92853
5.37596133333332,97.56571
5.38096133333332,97.19164
5.38596133333332,96.80697
5.39096133333332,96.41231
5.39596133333332,96.00817
5.40096133333332,95.59497
5.40596133333332,95.17309
5.41096133333332,94.74302
5.41596133333332,94.3053
5.42096133333332,93.86052
5.42596133333332,93.40921
5.43096133333332,92.95167
5.43596133333332,92.48799
5.44096133333332,92.01811
5.44596133333332,91.542
5.45096133333332,91.05988
5.45596133333332,90.57238
5.46096133333332,90.08059
5.46596133333332,89.58614
5.47096133333332,89.09113
5.47596133333332,88.59822
5.48096133333332,88.11078
5.48596133333332,87.63308
5.49096133333332,87.17041
5.49596133333332,86.72924
5.50096133333332,86.31729
5.50596133333332,85.94349
5.51096133333332,85.61799
5.51596133333332,85.35203
5.52096133333332,85.15807
5.52596133333332,85.04967
5.53096133333332,85.04149
5.53596133333332,85.14901
5.54096133333332,85.38814
5.54596133333332,85.77458
5.55096133333332,86.32319
5.55596133333332,87.04724
5.56096133333332,87.95764
5.56596133333332,89.06206
5.57096133333332,90.36411
5.57596133333332,91.8626
5.58096133333332,93.55083
5.58596133333332,95.41622
5.59096133333332,97.44025
5.59596133333332,99.59884
5.60096133333332,101.86316
5.60596133333332,104.20063
5.61096133333332,106.57625
5.61596133333332,108.95394
5.62096133333332,111.29803
5.62596133333332,113.57457
5.63096133333332,115.7526
5.63596133333332,117.80516
5.64096133333332,119.71005
5.64596133333332,121.45036
5.65096133333332,123.01474
5.65596133333332,124.3974
5.66096133333332,125.59765
5.66596133333332,126.61918
5.67096133333332,127.46896
5.67596133333332,128.15615
5.68096133333332,128.69107
5.68596133333332,129.08431
5.69096133333332,129.34617
5.69596133333332,129.48622
5.70096133333332,129.51317
5.70596133333332,129.43486
5.71096133333332,129.25844
5.71596133333332,128.99052
5.72096133333332,128.63735
5.72596133333332,128.20477
5.73096133333332,127.69829
5.73596133333332,127.12294
5.74096133333332,126.4834
5.74596133333332,125.78396
5.75096133333332,125.02872
5.75596133333332,124.22168
5.76096133333332,123.36692
5.76596133333332,122.46875
5.77096133333332,121.5319
5.77596133333332,120.56164
5.78096133333332,119.56386
5.78596133333332,118.54515
5.79096133333332,117.51269
5.79596133333332,116.47419
5.80096133333332,115.43768
5.80596133333332,114.4114
5.81096133333332,113.4035
5.81596133333332,112.42178
5.82096133333332,111.47333
5.82596133333332,110.56418
5.83096133333332,109.69914
5.83596133333332,108.8817
5.84096133333332,108.11406
5.84596133333332,107.3972
5.85096133333332,106.73093
5.85596133333332,106.11409
5.86096133333332,105.54475
5.86596133333332,105.02045
5.87096133333332,104.53844
5.87596133333332,104.0958
5.88096133333332,103.68941
5.88596133333332,103.31595
5.89096133333332,102.97189
5.89596133333332,102.65356
5.90096133333332,102.3572
5.90596133333332,102.0791
5.91096133333332,101.81555
5.91596133333332,101.56295
5.92096133333332,101.31771
5.92596133333332,101.07631
5.93096133333332,100.83542
5.93596133333332,100.59192
5.94096133333332,100.34304
5.94596133333332,100.08641
5.95096133333332,99.82001
5.95596133333332,99.5422
5.96096133333332,99.25161
5.96596133333332,98.94711
5.97096133333332,98.62784
5.97596133333332,98.29324
5.98096133333332,97.94319
5.98596133333332,97.57804
5.99096133333332,97.19858
5.99596133333332,96.80585
6.00096133333332,96.40104
6.00596133333332,95.98538
6.01096133333332,95.56024
6.01596133333332,95.1272
6.02096133333332,94.68811
6.02596133333332,94.24505
6.03096133333332,93.80015
6.03596133333332,93.35542
6.04096133333332,92.91252
6.04596133333332,92.47277
6.05096133333332,92.03715
6.05596133333332,91.60647
6.06096133333332,91.18149
6.06596133333332,90.76289
6.07096133333332,90.35125
6.07596133333332,89.94683
6.08096133333332,89.54948
6.08596133333332,89.15875
6.09096133333332,88.77401
6.09596133333332,88.39467
6.10096133333332,88.02029
6.10596133333332,87.65052
6.11096133333332,87.28506
6.11596133333332,86.9235
6.12096133333332,86.56535
6.12596133333332,86.21018
6.13096133333332,85.8578
6.13596133333332,85.50845
6.14096133333332,85.16294
6.14596133333332,84.82277
6.15096133333332,84.48984
6.15596133333332,84.16288
6.16096133333332,83.86175
6.16596133333332,83.57192
6.17096133333332,83.31945
6.17596133333332,83.09671
6.18096133333332,82.92666
6.18596133333332,82.81757
6.19096133333332,82.78101
6.19596133333332,82.83133
6.20096133333332,82.99141
6.20596133333332,83.26909
6.21096133333332,83.68335
6.21596133333332,84.24995
6.22096133333332,84.98353
6.22596133333332,85.89683
6.23096133333332,86.99977
6.23596133333332,88.29847
6.24096133333332,89.79426
6.24596133333332,91.48279
6.25096133333332,93.3535
6.25596133333332,95.38949
6.26096133333332,97.56782
6.26596133333332,99.86021
6.27096133333332,102.23406
6.27596133333332,104.6538
6.28096133333332,107.08234
6.28596133333332,109.48261
6.29096133333332,111.81909
6.29596133333332,114.05912
6.30096133333332,116.17413
6.30596133333332,118.14049
6.31096133333332,119.94013
6.31596133333332,121.56074
6.32096133333332,122.99574
6.32596133333332,124.24373
6.33096133333332,125.30775
6.33596133333332,126.19424
6.34096133333332,126.91205
6.34596133333332,127.4715
6.35096133333332,127.88362
6.35596133333332,128.15955
6.36096133333332,128.31011
6.36596133333332,128.34543
6.37096133333332,128.27477
6.37596133333332,128.10642
6.38096133333332,127.8477
6.38596133333332,127.50513
6.39096133333332,127.08457
6.39596133333332,126.5913
6.40096133333332,126.03014
6.40596133333332,125.40549
6.41096133333332,124.72138
6.41596133333332,123.98155
6.42096133333332,123.18964
6.42596133333332,122.34939
6.43096133333332,121.46487
6.43596133333332,120.54076
6.44096133333332,119.58243
6.44596133333332,118.59609
6.45096133333332,117.58879
6.45596133333332,116.56835
6.46096133333332,115.54326
6.46596133333332,114.5224
6.47096133333332,113.51481
6.47596133333332,112.52932
6.48096133333332,111.57422
6.48596133333332,110.65696
6.49096133333332,109.7838
6.49596133333332,108.95969
6.50096133333332,108.1881
6.50596133333332,107.47104
6.51096133333332,106.80904
6.51596133333332,106.20129
6.52096133333332,105.64582
6.52596133333332,105.13975
6.53096133333332,104.67959
6.53596133333332,104.2615
6.54096133333332,103.88144
6.54596133333332,103.53525
6.55096133333332,103.21874
6.55596133333332,102.92763
6.56096133333332,102.65757
6.56596133333332,102.40426
6.57096133333332,102.16351
6.57596133333332,101.93149
6.58096133333332,101.70477
6.58596133333332,101.48043
6.59096133333332,101.25594
6.59596133333332,101.02912
6.60096133333332,100.798
6.60596133333332,100.56078
6.61096133333332,100.31576
6.61596133333332,100.06135
6.62096133333332,99.79604
6.62596133333332,99.51844
6.63096133333332,99.22736
6.63596133333332,98.92187
6.64096133333332,98.60142
6.64596133333332,98.2659
6.65096133333332,97.91565
6.65596133333332,97.55141
6.66096133333332,97.17424
6.66596133333332,96.78543
6.67096133333332,96.38646
6.67596133333332,95.97898
6.68096133333332,95.56479
6.68596133333332,95.14583
6.69096133333332,94.72405
6.69596133333332,94.30133
6.70096133333332,93.87937
6.70596133333332,93.45962
6.71096133333332,93.04324
6.71596133333332,92.63108
6.72096133333332,92.22366
6.72596133333332,91.82127
6.73096133333332,91.42399
6.73596133333332,91.03188
6.74096133333332,90.64506
6.74596133333332,90.26371
6.75096133333332,89.88796
6.75596133333332,89.51776
6.76096133333332,89.15279
6.76596133333332,88.79245
6.77096133333332,88.43604
6.77596133333332,88.0829
6.78096133333332,87.7325
6.78596133333332,87.38449
6.79096133333332,87.03871
6.79596133333332,86.69533
6.80096133333332,86.355
6.80596133333332,86.01911
6.81096133333332,85.68987
6.81596133333332,85.37042
6.82096133333332,85.06487
6.82596133333332,84.77836
6.83096133333332,84.51724
6.83596133333332,84.28922
6.84096133333332,84.10354
6.84596133333332,83.97103
6.85096133333332,83.90404
6.85596133333332,83.91628
6.86096133333332,84.02253
6.86596133333332,84.23821
6.87096133333332,84.57896
6.87596133333332,85.06009
6.88096133333332,85.69606
6.88596133333332,86.49982
6.89096133333332,87.48203
6.89596133333332,88.65024
6.90096133333332,90.00787
6.90596133333332,91.55337
6.91096133333332,93.27948
6.91596133333332,95.17288
6.92096133333332,97.21425
6.92596133333332,99.37881
6.93096133333332,101.63726
6.93596133333332,103.95698
6.94096133333332,106.30327
6.94596133333332,108.6407
6.95096133333332,110.93445
6.95596133333332,113.15161
6.96096133333332,115.26251
6.96596133333332,117.24177
6.97096133333332,119.06921
6.97596133333332,120.73035
6.98096133333332,122.21653
6.98596133333332,123.52452
6.99096133333332,124.65579
6.99596133333332,125.61543
7.00096133333332,126.41102
7.00596133333332,127.05171
7.01096133333332,127.54739
7.01596133333332,127.90814
7.02096133333332,128.1437
7.02596133333332,128.26317
7.03096133333332,128.27479
7.03596133333332,128.18588
7.04096133333332,128.00292
7.04596133333332,127.73166
7.05096133333332,127.37735
7.05596133333332,126.94488
7.06096133333332,126.43899
7.06596133333332,125.86434
7.07096133333332,125.22564
7.07596133333332,124.52759
7.08096133333332,123.77491
7.08596133333332,122.97233
7.09096133333332,122.12461
7.09596133333332,121.23661
7.10096133333332,120.31343
7.10596133333332,119.36059
7.11096133333332,118.38414
7.11596133333332,117.39088
7.12096133333332,116.38831
7.12596133333332,115.38458
7.13096133333332,114.38825
7.13596133333332,113.40794
7.14096133333332,112.45191
7.14596133333332,111.52764
7.15096133333332,110.64153
7.15596133333332,109.79873
7.16096133333332,109.00316
7.16596133333332,108.2575
7.17096133333332,107.56325
7.17596133333332,106.92076
7.18096133333332,106.32927
7.18596133333332,105.78696
7.19096133333332,105.29117
7.19596133333332,104.83859
7.20096133333332,104.42554
7.20596133333332,104.04812
7.21096133333332,103.70229
7.21596133333332,103.38386
7.22096133333332,103.08844
7.22596133333332,102.81144
7.23096133333332,102.54814
7.23596133333332,102.29392
7.24096133333332,102.0444
7.24596133333332,101.79566
7.25096133333332,101.54431
7.25596133333332,101.28748
7.26096133333332,101.02289
7.26596133333332,100.74877
7.27096133333332,100.4638
7.27596133333332,100.16707
7.28096133333332,99.85799
7.28596133333332,99.53629
7.29096133333332,99.20197
7.29596133333332,98.85527
7.30096133333332,98.49668
7.30596133333332,98.1268
7.31096133333332,97.7464
7.31596133333332,97.35631
7.32096133333332,96.95739
7.32596133333332,96.55055
7.33096133333332,96.13671
7.33596133333332,95.71617
7.34096133333332,95.28426
7.34596133333332,94.86242
7.35096133333332,94.4235
7.35596133333332,93.99776
7.36096133333332,93.56306
7.36596133333332,93.12305
7.37096133333332,92.69972
